,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Broad.phase.of.flight
74941,20140204X20036,Accident,CEN14LA129,2014-02-04,"Elk City, OK",United States,Substantial,Airplane,Cessna,525,2.0,Turbo Fan,Business,
74943,20140227X31606,Accident,WPR14CA125,2014-02-04,"Eastsound, WA",United States,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,
74945,20140211X00047,Accident,DCA14FA058,2014-02-05,"Memphis, TN",United States,Substantial,Airplane,Embraer S A,EMB145 - EP,2.0,Turbo Jet,,
74947,20140206X83536,Accident,ANC14CA015,2014-02-06,"Wasilla, AK",United States,Substantial,Airplane,Craig C Walls,SNOWYRIVER SPECIAL,1.0,Reciprocating,Personal,
74948,20140210X90922,Accident,CEN14CA132,2014-02-08,"Hartford, WI",United States,Substantial,Airplane,Taylorcraft,BC12 D,,,Personal,
74949,20140211X72802,Accident,ERA14LA117,2014-02-08,"Stuart, FL",United States,Destroyed,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,
74952,20140211X34648,Accident,ERA14CA118,2014-02-09,"Sussex, NJ",United States,Substantial,Airplane,Bellanca,7KCAB,1.0,Reciprocating,Personal,
74954,20140212X74207,Accident,CEN14LA136,2014-02-09,"Houston, TX",United States,Substantial,Airplane,Mahon Paul D,CAPELLA XS,1.0,Reciprocating,Personal,
74958,20140212X74508,Accident,ERA14CA119,2014-02-11,"West Milford, NJ",United States,Substantial,Airplane,Piper,PA 38-112,1.0,Reciprocating,Personal,
74959,20140213X02400,Accident,CEN14LA138,2014-02-11,"Marion, IA",United States,Substantial,Airplane,Piper,PA 46-350P,1.0,Reciprocating,Personal,
74960,20140402X50257,Accident,CEN14CA182,2014-02-11,"Belen, NM",United States,Substantial,Airplane,Cessna,182J,1.0,Reciprocating,Personal,
74961,20140213X95839,Accident,CEN14CA137,2014-02-12,"Gordon, NE",United States,Substantial,Airplane,Piper,PA 18-150,1.0,Reciprocating,Public Aircraft - Federal,
74962,20140219X22328,Accident,CEN14LA144,2014-02-13,"Galion, OH",United States,Substantial,Airplane,Cessna,150 - G,1.0,Reciprocating,Personal,
74966,20140216X25111,Accident,ERA14LA122,2014-02-14,"Pinson, TN",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,
74968,20140215X74539,Accident,ERA14FA120,2014-02-15,"Clay, AL",United States,Destroyed,Airplane,Cessna,210L,1.0,Reciprocating,,
74970,20140219X54535,Accident,CEN14LA146,2014-02-15,"Holland, MI",United States,Substantial,Airplane,Fogg,QUICKSILVER MX II,1.0,Reciprocating,Personal,
74973,20140216X74111,Accident,CEN14FA140,2014-02-16,"Shepherd, TX",United States,Destroyed,Airplane,Hillam Scott L,RANS S 10,1.0,Reciprocating,Personal,
74977,20140212X03156,Accident,DCA14LA060,2014-02-17,"Kaycee, WY",United States,,Airplane,Boeing,737,2.0,Turbo Fan,,
74978,20140217X70404,Accident,ERA14FA123,2014-02-17,"Wellington, FL",United States,Destroyed,Airplane,Williams Christopher T,SONEX,1.0,Reciprocating,Personal,
74979,20140220X54342,Accident,ERA14CA127,2014-02-17,"Caldwell, NJ",United States,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,
74986,20140219X30611,Accident,CEN14FA145,2014-02-19,"Pearland, TX",United States,Destroyed,Airplane,Beech,B100,2.0,Turbo Prop,Personal,
74989,20140227X35337,Accident,ERA14LA137,2014-02-19,"Macon, GA",United States,Substantial,Airplane,Piper,J3C-65,1.0,Reciprocating,Personal,
74993,20140223X32932,Accident,WPR14LA117,2014-02-22,"Hollister, CA",United States,Substantial,Airplane,Beech,A45,1.0,Reciprocating,Personal,
74995,20140224X30708,Accident,WPR14CA120,2014-02-22,"Scappoose, OR",United States,Substantial,Airplane,Piper,PA 16,1.0,Reciprocating,Personal,
74996,20140223X25135,Accident,WPR14LA118,2014-02-23,"Bountiful, UT",United States,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Personal,
74998,20140224X00624,Accident,CEN14LA148,2014-02-23,"Tribune, KS",United States,Substantial,Airplane,Vans,RV-9A,1.0,Reciprocating,Personal,
74999,20140224X15602,Accident,ERA14LA130,2014-02-23,"Apopka, FL",United States,Substantial,Airplane,Victor M Cordero,RV-9A,1.0,Reciprocating,Personal,
75000,20140310X12023,Accident,ERA14LA149,2014-02-23,"Alabaster, AL",United States,Substantial,Airplane,Piper Aircraft Inc,PA-46-500TP,1.0,Turbo Prop,Personal,
75002,20140223X25847,Accident,WPR14LA119,2014-02-24,"Maricopa, AZ",United States,Substantial,Airplane,Sabrena,DRAGONFLY,1.0,Reciprocating,Personal,
75004,20140227X34538,Accident,ERA14CA136,2014-02-24,"Lake Wales, FL",United States,Substantial,Airplane,Piper,PA-18-150,1.0,Reciprocating,Personal,
75006,20140225X54241,Accident,WPR14CA122,2014-02-25,"Ramona, CA",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,
75007,20140225X63101,Accident,WPR14LA123,2014-02-25,"Corona, CA",United States,Substantial,Airplane,Lake,LA 4 200,1.0,Reciprocating,Personal,
75008,20140227X64144,Accident,CEN14CA151,2014-02-25,"Santa Rosa, NM",United States,Substantial,Airplane,Bellanca,17 30A,1.0,Reciprocating,Personal,
75011,20140311X42253,Accident,CEN14CA155,2014-02-26,"South Bend, IN",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Unknown,
75012,20140227X53145,Accident,WPR14FA124,2014-02-27,"Lanai City, HI",United States,Substantial,Airplane,Piper,PA31,2.0,Reciprocating,,
75013,20140304X53448,Accident,WPR14CA129,2014-02-28,"Molokai, HI",United States,Substantial,Airplane,Partenavia S.P.A.,P 68 OBSERVER,2.0,Reciprocating,Personal,
75015,20140402X94230,Accident,CEN14CA177,2014-02-28,"Fredericksburg, TX",United States,Substantial,Airplane,Cessna,A185F,1.0,Reciprocating,Personal,
75016,20140301X53654,Accident,ERA14FA138,2014-03-01,"Lumberport, WV",United States,Destroyed,Airplane,Beech,F33,1.0,Reciprocating,Personal,
75017,20140304X32328,Accident,ERA14CA139,2014-03-01,"Marlboro, MA",United States,Substantial,Airplane,Piper,PA 11S,1.0,Reciprocating,Personal,
75019,20140311X80703,Accident,CEN14CA157,2014-03-01,"Adrian, TX",United States,Substantial,Airplane,Aeronca,7AC,1.0,Reciprocating,Personal,
75021,20140304X61133,Accident,ANC14CA017,2014-03-02,"Alegnagik, AK",United States,Substantial,Airplane,Silvaire,LUSCOMBE 8E,,Reciprocating,Personal,
75022,20140304X52659,Accident,WPR14FA127,2014-03-03,"Truckee, CA",United States,Substantial,Airplane,Piper,PA 46 350P,1.0,Reciprocating,Personal,
75023,20140304X94802,Accident,ERA14LA141,2014-03-04,"Atlantic City, NJ",United States,Substantial,Airplane,Piper,PA-28-161,1.0,Reciprocating,Personal,
75025,20140305X83714,Accident,ERA14LA142,2014-03-05,"Jackson, TN",United States,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Personal,
75029,20140507X51410,Accident,DCA14CA090,2014-03-05,"San Diego, CA",United States,,Airplane,Boeing,737 - 932ER,2.0,Turbo Fan,,
75033,20140311X54001,Accident,ERA14CA151,2014-03-07,"Pittstown, NJ",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,
75034,20140311X63503,Accident,WPR14LA134,2014-03-07,"San Luis Obispo, CA",United States,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,
75035,20140308X02401,Accident,ERA14FA144,2014-03-08,"Hartsville, SC",United States,Substantial,Airplane,Rogers George T,LANCAIR IVP,1.0,Turbo Prop,Personal,
75036,20140309X03824,Accident,ERA14LA146,2014-03-08,"Mulberry, FL",United States,Substantial,Airplane,Cessna,170B,1.0,Reciprocating,Personal,
75037,20140309X20356,Accident,ERA14LA147,2014-03-08,"Fairhope, AL",United States,Destroyed,Airplane,Cessna,172D,1.0,Reciprocating,Personal,
75039,20140311X10524,Accident,WPR14LA133,2014-03-08,"Salt Lake City, UT",United States,Substantial,Airplane,Peter W Stevens,BEARHAWK PATROL,1.0,Reciprocating,Personal,
75041,20140311X43334,Accident,CEN14CA156,2014-03-08,"Garrison, MN",United States,Substantial,Airplane,Olson Kenneth H T,ZODIAC 601 HDS,1.0,Reciprocating,Personal,
75042,20140311X91431,Accident,ANC14CA018,2014-03-08,"Tanana, AK",United States,Substantial,Airplane,Piper,PA 18,1.0,Reciprocating,Personal,
75043,20140312X33622,Accident,CEN14LA159,2014-03-08,"Wapakoneta, OH",United States,Substantial,Airplane,Cessna,310Q,2.0,Reciprocating,Personal,
75044,20140320X40839,Accident,ERA14CA160,2014-03-08,"Charlottesville, VA",United States,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,
75046,20140309X30405,Accident,WPR14FA132,2014-03-09,"Carson City, NV",United States,Destroyed,Airplane,Cessna,120,1.0,Reciprocating,Personal,
75047,20140310X52524,Accident,CEN14CA154,2014-03-09,"Eden Prairie, MN",United States,Substantial,Airplane,Cessna,185,1.0,Reciprocating,Personal,
75048,20140311X60834,Accident,ERA14LA152,2014-03-09,"Live Oak, FL",United States,Substantial,Airplane,Kurtz Jay B,RV-9A,1.0,Reciprocating,Personal,
75051,20140312X22036,Accident,CEN14CA158,2014-03-10,"Chisago City, MN",United States,Substantial,Airplane,American Champion Aircraft,8GCBC,1.0,Reciprocating,Personal,
75052,20140311X73719,Accident,ERA14FA153,2014-03-11,"Washington, PA",United States,Destroyed,Airplane,Waters Peter T,AVID BANDIT,1.0,Reciprocating,Personal,
75056,20140314X21725,Accident,DCA14MA081,2014-03-13,"Philadelphia, PA",United States,Substantial,Airplane,Airbus Industrie,A320 - 214,2.0,Turbo Fan,,
75057,20140317X90512,Accident,WPR14CA136,2014-03-13,"Monroe, WA",United States,Substantial,Airplane,Norman,QUAD CITY CHALLENGER,1.0,Reciprocating,Personal,
75058,20140319X02846,Accident,CEN14CA162,2014-03-13,"West Union, OH",United States,Substantial,Airplane,Beech,35 C33A,1.0,Reciprocating,Personal,
75061,20140314X94359,Accident,ERA14CA155,2014-03-14,"Brooksville, FL",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,
75062,20140315X02901,Accident,ERA14LA156,2014-03-14,"Stuart, FL",United States,Substantial,Airplane,Cessna,402B,2.0,Reciprocating,Personal,
75064,20140402X52558,Accident,CEN14CA183,2014-03-14,"Broomfield, CO",United States,Substantial,Airplane,Stinson,108,1.0,Reciprocating,Personal,
75066,20140320X34640,Accident,ERA14LA159,2014-03-16,"Zephyrhills, FL",United States,Substantial,Airplane,Cessna,500,2.0,Turbo Fan,Personal,
75067,20140319X93028,Accident,ERA14CA157,2014-03-17,"Marathon, FL",United States,Substantial,Airplane,Cessna,210N,1.0,Reciprocating,Personal,
75068,20140320X53321,Accident,DCA14CA083,2014-03-17,"Seattle, PO",United States,,Airplane,Airbus Industrie,A330 323,2.0,Turbo Fan,,
75072,20140319X03744,Accident,ERA14LA158,2014-03-18,"Elizabethton, TN",United States,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,
75074,20140319X12053,Accident,CEN14FA163,2014-03-19,"Aurora, CO",United States,Destroyed,Airplane,Smith,AEROSTAR 601P,2.0,Reciprocating,Personal,
75075,20140319X95657,Accident,WPR14CA139,2014-03-19,"San Luis Obispo, CA",United States,Substantial,Airplane,Bayer Oscar,STARDUSTER SA300,1.0,Reciprocating,Personal,
75076,20140320X02459,Accident,CEN14CA164,2014-03-19,"Ruidoso, NM",United States,Substantial,Airplane,Piper,PA 28R-201,1.0,Reciprocating,Personal,
75077,20140320X15357,Accident,CEN14CA166,2014-03-19,"Hudson, CO",United States,Substantial,Airplane,Skykits Corp,SAVANNAH VGW,1.0,Reciprocating,Personal,
75079,20140820X23242,Accident,CEN14CA440,2014-03-19,"Lamar, CO",United States,Substantial,Airplane,Mooney,M20J,1.0,Reciprocating,Personal,
75084,20140325X93358,Accident,ERA14LA170,2014-03-20,"Charleston, SC",United States,Substantial,Airplane,Cessna,421,2.0,Reciprocating,Personal,
75085,20140321X05050,Accident,WPR14LA142,2014-03-21,"Salt Lake City, UT",United States,Substantial,Airplane,Bellanca,17 31,1.0,Reciprocating,Personal,
75086,20140322X60437,Accident,ERA14LA161,2014-03-21,"Palatka, FL",United States,Substantial,Airplane,Cessna Aircraft Co,LC41-550FG,1.0,Reciprocating,Personal,
75089,20140324X73412,Accident,CEN14CA170,2014-03-21,"Crockett, TX",United States,Substantial,Airplane,Donald G Stokes,CHALLENGER II,1.0,Reciprocating,Personal,
75090,20140324X85530,Accident,CEN14LA168,2014-03-21,"Evans, CO",United States,Substantial,Airplane,Olson Perry D,TITAN 51 MUSTANG,1.0,Reciprocating,Personal,
75091,20140325X22555,Accident,WPR14LA146,2014-03-21,"Truckee, CA",United States,Substantial,Airplane,Columbia Aircraft Mfg,LC42 550FG,1.0,Reciprocating,Personal,
75094,20140407X85759,Accident,CEN14CA186,2014-03-21,"Marine City, MI",United States,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,
75095,20140322X03239,Accident,CEN14FA167,2014-03-22,"Ridgway, CO",United States,Substantial,Airplane,Socata,TBM 700,1.0,Turbo Prop,Personal,
75096,20140322X60839,Accident,ERA14FA162,2014-03-22,"Safety Harbor, FL",United States,Substantial,Airplane,Piper,PA-28-181,1.0,Reciprocating,Personal,
75098,20140331X91729,Accident,ERA14CA176,2014-03-22,"Mt Olive, NC",United States,Substantial,Airplane,Cessna,172B,1.0,Reciprocating,Personal,
75101,20140324X21941,Accident,ERA14FA163,2014-03-23,"Vonore, TN",United States,Substantial,Airplane,Dehavilland,DHC-1,1.0,Reciprocating,Personal,
75102,20140324X50849,Accident,ERA14CA165,2014-03-23,"Kill Devil Hills, NC",United States,Substantial,Airplane,Fantasy Air Sro,ALLEGRO 2000,1.0,Reciprocating,Personal,
75103,20140324X60027,Accident,ERA14CA166,2014-03-23,"Saint Petersburg, FL",United States,Substantial,Airplane,Waco,UIC,1.0,Reciprocating,Other Work Use,
75110,20140324X84629,Accident,WPR14CA145,2014-03-24,"Fallon, NV",United States,Substantial,Airplane,Aeronca,7DC,1.0,Reciprocating,Personal,
75111,20140325X21134,Accident,ERA14CA171,2014-03-24,"Carlisle, PA",United States,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Personal,
75116,20140327X91749,Accident,ANC14CA021,2014-03-27,"North Pole, AK",United States,Substantial,Airplane,Cessna,180,1.0,Reciprocating,Personal,
75117,20140331X34130,Accident,ERA14CA177,2014-03-27,"Dadeville, AL",United States,Substantial,Airplane,Aviat Aircraft Inc,A 1B,1.0,Reciprocating,Personal,
75120,20140402X45002,Accident,CEN14CA181,2014-03-28,"Dora, AR",United States,Substantial,Airplane,Maule,MX 7-180B,,Reciprocating,Personal,
75121,20140330X00518,Accident,WPR14CA151,2014-03-29,"Eloy, AZ",United States,Substantial,Airplane,Aviat Aircraft Inc,A 1B,1.0,Reciprocating,Personal,
75122,20140330X24915,Accident,CEN14FA173,2014-03-29,"Highlands Ranch, CO",United States,Destroyed,Airplane,Worthington Donald Wayne,SONERAI II LT,1.0,Reciprocating,Personal,
75126,20140330X32413,Accident,ERA14CA175,2014-03-30,"Marathon, FL",United States,Substantial,Airplane,Beech,S35,1.0,Reciprocating,Personal,
75128,20140331X71544,Accident,ERA14LA178,2014-03-30,"Bay St Louis, MS",United States,Substantial,Airplane,Bellanca,8KCAB,1.0,Reciprocating,Personal,
75129,20140402X02030,Accident,CEN14CA179,2014-03-31,"Smithville, TX",United States,Substantial,Airplane,Buckeye Industries,DREAM MACHINE,1.0,Unknown,Personal,
75131,20140402X32616,Accident,WPR14CA155,2014-04-01,"Anacortes, WA",United States,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,
75133,20140403X43403,Accident,WPR14CA157,2014-04-02,"Roundup, MT",United States,Substantial,Airplane,Robert A Miller,MURPHY REBEL ELITE,1.0,Reciprocating,Personal,
75134,20140407X04236,Accident,ERA14LA183,2014-04-02,"Venus, FL",United States,Substantial,Airplane,Robert J Reimbold,ZENITH CH 750,1.0,Reciprocating,Personal,
75136,20140406X50715,Accident,ERA14LA181,2014-04-03,"Bayport, NY",United States,Minor,Airplane,Vans Aircraft Inc,RV-12,1.0,Reciprocating,Personal,
75139,20140404X81215,Accident,ERA14LA180,2014-04-04,"Ocala, FL",United States,Destroyed,Airplane,Helpling Helen C,TANGO 2,1.0,Reciprocating,Personal,
75144,20140406X02952,Accident,CEN14FA185,2014-04-05,"Albany, OH",United States,Substantial,Airplane,Bellanca,17-30A,1.0,Reciprocating,Personal,
75148,20140407X94000,Accident,CEN14CA189,2014-04-05,"New Iberia, LA",United States,Substantial,Airplane,Belisle Thomas J,RV7A,,Reciprocating,Personal,
75150,20140410X75226,Accident,ERA14FA464,2014-04-05,"Dunnellon, FL",United States,Substantial,Airplane,Fortuna Dave,SONEX,1.0,Reciprocating,Personal,
75152,20140411X80240,Accident,ERA14CA191,2014-04-05,"La Belle, FL",United States,Substantial,Airplane,Terry F King,ZENITH 701,1.0,Reciprocating,Personal,
75153,20140406X10930,Accident,ERA14FA182,2014-04-06,"Summerfield, FL",United States,Substantial,Airplane,Monroe Dennis,RV-7,1.0,Reciprocating,Personal,
75156,20140411X70624,Accident,CEN14LA194,2014-04-06,"Lee's Summit, MO",United States,Substantial,Airplane,Cessna,T210M,1.0,Reciprocating,Other Work Use,
75161,20140408X72606,Accident,ERA14CA185,2014-04-08,"Leesburg, VA",United States,Substantial,Airplane,Cessna,205A,1.0,Reciprocating,Personal,
75164,20140409X53710,Accident,ERA14CA189,2014-04-08,"Frostproof, FL",United States,Substantial,Airplane,Moore Thomas O,ZENITH STOL CH701,1.0,Reciprocating,Personal,
75165,20140409X75127,Accident,WPR14CA162,2014-04-08,"Shaw Island, WA",United States,Substantial,Airplane,Cessna,207,1.0,Reciprocating,,
75169,20140410X34218,Accident,ERA14CA190,2014-04-10,"Tavares, FL",United States,Substantial,Airplane,Progressive Aerodyne Inc,SEAREY LSA,1.0,Reciprocating,Personal,
75170,20140410X72608,Accident,WPR14CA163,2014-04-10,"Everett, WA",United States,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,
75171,20140414X94902,Accident,ERA14CA195,2014-04-10,"Colebrook, NH",United States,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,
75173,20140411X23317,Accident,ERA14FA192,2014-04-11,"Hugheston, WV",United States,Destroyed,Airplane,Piper,PA-32RT-300T,1.0,Reciprocating,Personal,
75174,20140411X70757,Accident,WPR14FA165,2014-04-11,"Mariposa, CA",United States,Substantial,Airplane,Williams Myron G,BOWERS FLY BABY 1A,1.0,Reciprocating,Personal,
75175,20140413X30623,Accident,ERA14LA193,2014-04-11,"Louisa, VA",United States,Substantial,Airplane,Cessna,U206G,1.0,Reciprocating,Other Work Use,
75176,20140414X43958,Accident,CEN14LA196,2014-04-11,"West Chicago, IL",United States,Substantial,Airplane,Piper,PA 46-350P,1.0,Reciprocating,Business,
75178,20140412X94032,Accident,WPR14CA166,2014-04-12,"Kent, OR",United States,Substantial,Airplane,Piper,PA 18-135,1.0,Reciprocating,Personal,
75179,20140414X80900,Accident,CEN14LA195,2014-04-12,"Amelia, OH",United States,Substantial,Airplane,Larsen,MARK V,1.0,Reciprocating,Personal,
75180,20140416X05021,Accident,CEN14LA199,2014-04-12,"Cookson, OK",United States,Substantial,Airplane,Ercoupe,415 C,1.0,Reciprocating,Personal,
75186,20140415X44541,Accident,CEN14FA198,2014-04-13,"Denton, TX",United States,Substantial,Airplane,Beech,C24,1.0,Reciprocating,Personal,
75188,20140424X12242,Accident,WPR14CA170,2014-04-13,"Browning, MT",United States,Substantial,Airplane,Piper,PA 18S-150,1.0,Reciprocating,Personal,
75190,20140417X00148,Accident,ERA14CA200,2014-04-14,"Eutaw Springs, SC",United States,Substantial,Airplane,Kaldor Gregory N,ZENITH 701,1.0,Reciprocating,Personal,
75192,20140418X40544,Accident,ERA14LA202,2014-04-18,"Saint Albans, VT",United States,Destroyed,Airplane,Oconnor Paul A,ULTIMATE AERO 10-200,1.0,Reciprocating,Personal,
75194,20140421X01513,Accident,CEN14LA205,2014-04-18,"Hillsboro, KS",United States,Substantial,Airplane,Quicksilver,GT400,1.0,Reciprocating,Personal,
75195,20140421X85922,Accident,CEN14LA204,2014-04-18,"Searcy, AR",United States,Substantial,Airplane,Cessna,210A,1.0,Reciprocating,Personal,
75198,20140419X00946,Accident,CEN14LA202,2014-04-19,"Flushing, MI",United States,Substantial,Airplane,Nanchang,CJ6 - A,1.0,Reciprocating,Personal,
75199,20140420X45929,Accident,CEN14CA203,2014-04-19,"Kalamazoo, MI",United States,Substantial,Airplane,Piper,PA-28,1.0,Reciprocating,Personal,
75200,20140421X04206,Accident,ERA14CA204,2014-04-19,"Somerville, NJ",United States,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,Personal,
75201,20140421X51905,Accident,CEN14CA207,2014-04-19,"Bloomington, IN",United States,Substantial,Airplane,Flight Design Gmbh,CTSW,,Reciprocating,Personal,
